Plant Code,Plant Name,FIPS
63843,"Johanna Energy Center, LLC",p06059
63844,Fort Calhoun Community Solar,p31177
63846,Raceway Solar,p10001
63848,Solar Blue,p06031
63849,Chestnut,p06031
63850,Cherry,p06031
63851,Grape,p06031
63852,"POET Biorefining - North Manchester, LLC",p18169
63853,POET Biorefining - Chancellor,p46125
63854,Medusa NY 1,p36001
63855,Walden NY 1,p36071
63856,Westtown NY 2,p36071
63857,Middletown NY 1,p36071
63858,Westerlo NY 1,p36001
63859,"Golden Field Solar III, LLC",p06029
63860,Encino Solar Energy Center,p35043
63861,Logansport Solar,p18017
63862,SunEast Valley Solar Project,p36107
63863,SunEast Grassy Knoll Solar Project,p36043
63864,SunEast Limestone Solar Project,p36035
63865,SunEast Fariway Solar Project,p36089
63866,SunEast Highview Solar Project,p36121
63867,SunEast Tabletop Solar Project,p36057
63868,SunEast Hilltop Solar Project,p36083
63869,IBM Solar,p08013
63870,Camp San Luis Obispo,p06079
63875,Kern Valley SP,p06029
63876,Mule Creek State Prison,p06005
63877,"Willowbrook Solar I, LLC",p39071
63878,Haymaker Hybrid,p30059
63879,TX18 Cottage Meadow Storage,p48061
63880,TX17 Nickel Prairie Storage,p48039
63882,Samson Solar Energy II LLC,p48159
63884,Delilah Solar Energy II LLC,p48387
63885,Delilah Solar Energy III LLC,p48387
63886,Chickahominy Power LLC,p51036
63887,East Brookfield Main Street Solar LLC,p25027
63888,"ESIL-PFCHICAGO 3, LLC",p17031
63889,"ESIL-PFCHICAGO 2, LLC",p17031
63890,"Edmondson Ranch Wind, LLC",p48173
63891,Saticoy,p06111
63892,Lily Solar Hybrid,p48257
63893,"GD Hopkinton Main I, LLC",p44009
63894,Milo PV - BD Solar 1 LLC,p23021
63895,Augusta PV - BD Solar Augusta LLC,p23011
63896,Fairfield PV - BD Solar Fairfield LLC,p23025
63897,Oxford PV - BD Solar Oxford LLC,p23017
63898,CED Denmark Solar Hybrid,p23017
63899,Cornillie 2 Community (CSG),p27025
63901,SunEast Flat Hill Solar Project,p36043
63902,Tono Solar,p53067
63903,Pinesburg Solar LLC,p24043
63904,Timonium Fairgrounds,p24005
63905,Azure Sky Solar,p48207
63906,"Turquoise Nevada, LLC",p32031
63907,Panther Creek Wind Project,p17149
63908,SulusSolar17,p41005
63909,Otter Creek Solar,p51117
63910,Bluegrass Solar,p24035
63911,MEC North,p26025
63912,MEC South,p26025
63914,Cedar Springs I,p56009
63915,Cedar Springs II,p56009
63916,Cedar Springs III,p56009
63917,DC Water Solar,p11001
63918,POET Biorefining - Hudson,p46083
63919,POET Biorefining LLC - Corning,p19003
63920,POET Biorefining - Fostoria,p39147
63921,POET Biorefining - Shelbyville,p18145
63922,POET Biorefining - Portland,p18075
63923,POET Biorefining - Gowrie,p19187
63924,"POET Biorefining- Alexandria, LLC",p18095
63925,Riley,p41025
63926,Fort Rock IV,p41037
63927,"POET Biorefining - Leipsic, LLC",p39137
63928,Vacaville Hospital,p06095
63929,Troy Solar,p18147
63930,Cal Flats BESS,p06053
63931,CPV Three Rivers Energy Center,p17063
63932,Titan Solar 1 (CA),p06025
63933,Dry Lake Solar Energy Center,p32003
63934,Severson Garden,p27161
63935,Marion Garden,p27131
63936,Silver Lake Garden,p27161
63937,Lyman Garden,p27037
63938,Nicollet Garden,p27103
63939,Union Garden,p27131
63940,Central 40,p06099
63941,Oasis Alta,p06029
56,Lowman Energy Center,p01129
1144,Greenfield Light Plant,p19001
2038,Cambridge CT Hybrid,p27059
2630,Mongaup Falls,p36105
2866,W H Sammis,p39081
6004,Pleasants Power Station,p54073
7856,North Generation Plant,p19001
10143,Colver Green Energy,p42021
10479,Mammoth G3,p06051
10480,Mammoth G1,p06051
10481,Mammoth G2,p06051
10763,Ormesa III,p06025
10838,"Stored Solar Springfield, LLC",p33019
10839,"Stored Solar Whitefield, LLC",p33007
50208,Stored Solar Bethlehem LLC,p33009
50536,Sky River Wind Energy Center,p06029
50620,Park Falls Industrial Management,p55099
50736,Pure Hedge LLC,p09150
50739,"Stored Solar Tamworth, LLC",p33003
50821,Mojave 16/17/18,p06029
51026,"Ryegate Associates, LLC",p50005
52142,Mojave 3/4/5,p06029
54337,Energy Center San Diego,p06073
54550,W&T Onshore Treating Facility (OTF),p01097
54620,"Stored Solar Fitchburg, LLC",p25027
54650,Alta Mesa Repower LLC,p06065
54781,"Mas Suffolk RNG, LLC",p51800
55440,Central Alabama Generating Station,p01001
55526,Atascocita,p48201
55661,Newington,p33015
55773,"Mas Countryside RNG, LLC",p17097
56119,Middlesex County Utilities Authority,p34023
56618,Clinton,p36019
56619,Ellenburg,p36019
56620,Bliss,p36121
56901,Altona,p36019
56902,Wethersfield,p36121
56904,Chateaugay,p36033
57139,Cambria Wind LLC,p42021
57365,"Mas Durham Power, LLC",p37063
57366,"Mas Wayne Co Power, LLC",p37191
57930,FRB Solar Farm,p04019
58056,"Irwindale Brew Yard, LLC",p06037
58057,Molson Coors Shenandoah Brewery,p51165
58420,Hamilton Liberty,p42015
58426,Hamilton Patriot Generation Plant,p42081
58747,Viresco Turtle Lake,p55095
59103,Fremont Farm LLC,p37191
59112,Siler Solar LLC,p37037
59213,Clipperton Holdings LLC,p37163
59444,Desert Star Hybrid,p04013
59639,631 Owner Turbine,p25005
59665,Innovative Solar 37 LLC,p37007
59683,Lordstown Motor Corp,p39155
59757,Pryor Mountain Wind,p30009
60070,Nolin Hills,p41059
60368,Hummel Station LLC,p42109
60792,"Republic Services Renewable Energy, LLC",p32003
60797,Lake Forest Hospital Central Energy Plant,p17097
61170,Gale 1 Solar,p49027
61322,Long Ridge Energy Generation,p39111
61374,Hecate Energy Clarke County LLC,p51043
61375,Hecate Energy Cherrydale LLC,p51131
61405,"Moorings Farm 2, LLC",p37191
61579,St. Lawrence University - Sutton,p36045
61824,RPUWD Scheuer Well Solar Project,p06071
61993,Gavilan Community College Solar Project,p06085
62014,Highlander Solar Energy Station 1,p51177
62262,Rolling Upland Wind Farm  LLC,p36077
62447,Mount Sinai South Nassau Hospital,p36059
62489,Crossing Trails Wind Power Project LLC.,p08063
62492,"DTE Atlantic, LLC",p34001
62561,"Roadrunner, LLC Hybrid",p48461
62562,"High Lonesome Wind Power, LLC Hybrid",p48461
62815,Fairbanks Wind Park,p26041
62898,Town of Burrillville Solar CSG,p44007
62935,"Orchard Windfarm 1, LLC",p41049
62936,Rattlesnake Flat,p53001
62955,Badger Hollow I,p55049
62969,Syncarpha Puddon I Hybrid CSG,p25027
62970,Syncarpha Puddon II Hybrid CSG,p25027
62972,Syncarpha Leicester Hybrid CSG,p25027
62973,Syncarpha Halifax Hybrid CSG,p25023
62976,Syncarpha Northampton Hybrid CSG,p25015
62978,Syncarpha Northbridge II Hybrid CSG,p25027
62999,"Finchville Solar, LLC Hybrid CSG",p36071
63003,Midland Wind,p17095
63024,"Hertford Solar Power, LLC",p37091
63094,Tajiguas Resource Recovery Project,p06083
63168,USS Pheasant Solar LLC CSG,p27023
63169,USS KVPV Solar LLC CSG,p27027
63336,"Sutton Solar 2, LLC CSG",p25027
63338,"Granby Solar, LLC CSG",p25015
63411,"Greenwich Solar 1, LLC CSG",p36115
63415,"Middletown Solar 1, LLC Hybrid CSG",p36071
63440,Sun Streams 2,p04013
63469,Alicea Solar Project Hybrid CSG,p25027
63470,McDougle-Mitchell Solar Project Hybrid CSG,p25027
63473,West A&B Solar Project Hybrid CSG,p25027
63474,Annese Solar Project Hybrid CSG,p25027
63508,Camino Solar Hybrid,p06029
63529,Renz Energy Storage,p06085
63536,Amazon DEN2 Solar Project,p08001
63537,Amazon BDL3 Solar Project,p09170
63576,FastSun 4 CSG,p27163
63577,FastSun 21 CSG,p27141
63638,Tracy 210,p06077
63657,Siems Solar Project CSG,p27049
63718,ISM Solar Cranston CSG,p44007
63724,Hayfield Solar I LLC CSG,p27039
63725,Hayfield Solar III LLC CSG,p27039
63741,USS Bluff Country Solar CSG,p27169
63742,USS Viceroy Solar LLC CSG,p27121
63743,USS Solar Way LLC CSG,p27047
63744,USS Hubers Solar LLC CSG,p27131
63745,"Greensville County Solar Project, LLC",p51081
63746,"TWE Myrtle Solar Farm, LLC",p51800
63747,Fogarty CSG,p36071
63774,Mount Kisco Landfill Solar & Storage CSG,p36119
63792,Svihel Community Solar LLC CSG,p27009
63793,Studenski Community Solar LLC CSG,p27009
63801,St. Joseph Solar,p18141
63887,East Brookfield Main Street Solar LLC CSG,p25027
63942,Sunpin Blandford,p25013
63943,Coso Battery Storage,p06027
63944,"Blackhorse Farm Solar, LLC CSG",p44001
63945,Clinton Solar 4 LLC CSG,p17027
63946,"Vermilion Solar 1, LLC CSG",p17183
63947,DGS Valley State Prison,p06039
63948,CED Spring Creek Solar,p17091
63949,Cortland,p17037
63950,Erving CSG,p25011
63951,Lena,p17177
63952,Ridge Farm,p17183
63953,Easthampton CSG,p25015
63954,Mendota,p17099
63955,Perquimans Solar LLC,p37143
63956,"Palmer Creek Solar, LLC",p41071
63957,"Day Hill Solar, LLC",p41005
63958,"SSD Marion 3, LLC",p41047
63959,"SSD Marion 5, LLC",p41047
63960,"SSD Marion 6, LLC",p41047
63961,"SSD Clackamas 1, LLC",p41005
63962,"SSD Clackamas 4, LLC",p41005
63963,"SSD Clackamas 7, LLC",p41005
63964,"SSD Marion 1, LLC",p41047
63965,"Danville Farm, LLC",p51143
63966,FastSun12 CSG,p27131
63967,Charter Durabar at Woodstock,p17111
63968,The GSI Group LLC at Assumption,p17021
63969,SulusSolar35,p41005
63970,7185 13th Pl. NW,p11001
63971,CCUA Solar,p34011
63972,Two Rivers Wind Facility,p56007
63973,Cardinal Solar LLC,p45067
63974,"Hayes Solar, LLC",p37171
63975,"Harrison Solar, LLC",p37163
63976,Bay Tree     ,p37017
63977,Central Generating,p26117
63978,Duette Solar Power Plant,p12081
63979,315 Vinson Road,p37101
63980,Homestead Fuel Cell,p09110
63981,Red Cloud Wind LLC,p35057
63982,Charlie Creek Solar Power Plant,p12049
63983,"Rocket Solar, LLC",p49003
63984,"Horseshoe Solar, LLC",p49045
63985,Fort Bend Solar LLC,p48157
63986,Rialto - High School,p06071
63987,Novel Martens Solar LLC,p27103
63988,Blooming Grove Wind Energy Center,p17105
63989,Peterman II,p17091
63990,Kish,p17007
63991,Nostrand,p17091
63992,Vulcan,p17091
63993,FTF-PackingShed,p06107
63994,Firebaugh-CCS-PV-1,p06019
63995,Trenton,p12041
63996,Cape San Blas,p12045
63997,Pine Hill,p44007
63998,Jennings Energy Storage Facility,p12047
63999,Micanopy Energy Storage Facility,p12001
64000,Amaterasu LLC,p25027
64001,"Camellia Solar, LLC",p27121
64002,"Buttercup Solar, LLC",p37061
64003,Iron Star Wind Project,p20057
64004,Interfaith Medical Center,p36047
64005,Toyota Long Beach Trigen,p06037
64006,SulusSolar33,p41071
64007,SulusSolar28,p41071
64008,MilfordSolar OR,p41067
64009,BristolSolar,p41047
64010,"Energix Hollyfield, LLC",p51101
64011,Bainbridge Solar,p13087
64012,"Energix Nokesville, LLC",p51153
64013,Somonauk Road Solar 1,p17037
64014,28 Livermore Hill Road Solar,p25027
64015,"Energix Buckingham, LLC",p51029
64016,Edwardsville Solar II,p17119
64017,Brick Church Solar,p36083
64018,Route 76 Boone Solar 1,p17007
64019,Altavista Solar,p51031
64020,West Riverside Energy Center,p55105
64021,Alden Solar CSG LLC,p08123
64022,SulusSolar22,p41047
64023,"10 Finderne Avenue Solar, LLC",p34035
64024,"Monte Vista Solar 2 CSG, LLC",p08105
64025,"101 Carnegie Center Solar, LLC",p34021
64026,"ANSON Solar Center, LLC",p48253
64027,SB Water Reclamation Fuel Cell,p06071
64028,San Diego - EMDF at San Diego,p06073
64029,Bauer Solar CSG,p27171
64030,Kenmare - Sullivan Community College,p36105
64031,"Fremont CO 1, LLC",p08043
64032,MTSUN,p30111
64033,GreenparkSolar,p41047
64034,SulusSolar25,p41047
64035,Powatan Road Solar,p37101
64036,"Caden Energix New Kent, LLC",p51127
64037,SunEast Manchester Solar Project,p36069
64040,Apple Canyon Lake Solar,p17085
64041,Wappinger 9D Solar,p36027
64042,Montague Road Solar,p25015
64043,Olney Solar II CSG,p17159
64044,Off Airport Road - West,p36111
64045,Fitchburg Renewables,p25027
64046,6140 Route 209 - North,p36111
64047,Caddo Wind,p40015
64048,SulusSolar29,p41005
64049,San Diego - NCRC at Vista,p06073
64050,Fort Bragg - Camp Mackall PV BESS System,p37165
64051,"Orchard Windfarm 2, LLC",p41049
64052,"Orchard Windfarm 3, LLC",p41049
64053,"Orchard Windfarm 4, LLC",p41049
64054,Clines Corners Wind Farm LLC,p35057
64055,Wonderful Orchards - New Columbia,p06039
64056,T Luhman CSG,p27049
64057,Wheatridge 1,p41049
64058,2662 Freeport Solar 1 CSG,p17177
64059,Whiteside Solar 1 CSG,p17195
64060,SELCO Communitiy Solar,p25027
64061,"Hecate Energy West Newberry, LLC",p45071
64062,Palmyra PV - BD Solar Palmyra LLC,p23025
64064,Shaftsbury Solar,p50003
64065,Duran Mesa LLC,p35057
64066,Tecolote Wind LLC,p35057
64067,Auburn PV - BD Solar Auburn LLC,p23001
64068,BD Solar Hancock LLC,p23009
64069,Winslow PV - BD Solar 2 LLC,p23011
64070,BD Solar Ellsworth LLC,p23009
64071,Lewiston Jn PV - BD Solar Lewiston Jn LLC,p23001
64072,Camp Ripley Solar,p27097
64073,"Great Bear Solar, LLC",p39161
64074,Cimarron Bend III,p20025
64075,Taygete II Energy Project,p48371
64076,"Route 66 Energy Center, LLC",p35006
64077,Hecate Energy Albany County 1,p36001
64078,Pittsfield Solar LLC,p23025
64079,CatanSolar,p48255
64080,Dane County Airport Solar,p55025
64081,Sunflower County,p28133
64084,Blanchard Road 1 Community Solar,p36045
64085,North Providence,p44007
64086,Norge Solar Farm,p51095
64087,Blanchard Road 2 Community Solar,p36045
64088,"Alta Farms II Wind Project, LLC",p17039
64089,Ignacio Grid Energy Storage System,p48215
64090,NYS Rte 12 Community Solar,p36045
64091,Moore Road Community Solar,p36063
64092,Great Lakes Seaway Community Solar,p36045
64093,Montross Solar,p51193
64096,Samuel Mickle School,p34015
64097,Electric City Solar,p18087
64098,Tesla Reno GigaFactory,p32029
64099,Tweite Community Solar LLC,p27109
64100,"Morgan Solar 4, LLC CSG",p17137
64101,"Mid-River PA, LLC (ABE4)",p42095
64102,GE 19th Hole,p36035
64103,Desert Harvest II LLC,p06065
64104,"Maverick Solar 4, LLC",p06065
64105,"Maverick Solar 6, LLC",p06065
64106,"Maverick Solar 7, LLC",p06065
64107,Canton,p25021
64108,Gold Meadow Farms,p44007
64109,Ravenbrook,p25023
64110,Hudson,p25017
64111,A Street 2,p44007
64112,Berkley,p25005
64113,Kilvert,p44003
64114,A Street 1,p44007
64115,Carver,p25023
64116,Plainfield Pike,p44007
64117,Meadowlark Solar,p37037
64118,Nash 97 Solar 2,p37127
64119,Nickelson Solar 2,p37061
64120,Chicopee,p25013
64121,Siler City Solar 2,p37037
64122,"Marlow Solar, LLC CSG",p17081
64123,James W. Broderick Hydropower Plant,p08101
64124,IGS Stockton DG CSG,p17085
64125,Podunque Road CSG,p36003
64126,County Road 16,p36097
64127,Townsend Road,p36097
64128,Ware Palmer Road Solar LLC CSG,p25015
64129,East Brookfield Adams Road Solar LLC CSG,p25027
64130,"REG Juhl Glenville Wind, LLC",p27047
64131,Forest Grove - Dodd,p48213
64132,Oak Hill - Dry Creek,p48401
64133,"Old 300 Solar Center, LLC",p48157
64134,"Lily Pond Solar, LLC",p51053
64135,Grassfield Solar,p51550
64136,Sycamore Solar,p51143
64137,Kenmare - Mansfield Branch Street,p25005
64138,Irish Creek Wind,p20117
64139,"Haystack Wind Project, LLC",p31179
64140,"BWC Stony Brook, LLC Hybrid",p25017
64141,Still Water Power,p06031
64142,LabCorp Engine,p34035
64143,Bloom-Altice Fuel Cell,p36059
64144,"Harts Mill Solar, LLC",p37065
64145,Bay Trail Solar Power Plant,p12017
64146,Sandy Creek Solar Power Plant,p12005
64147,ZPD-PT Solar Project 2017-038 Hybrid LLC,p25027
64148,Fish Springs,p32031
64149,"Western Trail Wind, LLC",p48487
64150,Lancaster Solar GA,p13243
64151,SR Perry,p13153
64152,SR Rattlesnake,p08123
64153,Novel Novak Solar LLC,p27009
64154,Novel Shelly Solar LLC,p27083
64155,Bryant Road Solar,p45083
64156,Davis Road Solar,p45083
64157,Clyde Peaking Engine,p39143
64158,Mechanicsville Solar,p51085
64159,"Morgan Solar 2, LLC CSG",p17137
64160,SR North Stonington,p09180
64161,SR Litchfield,p09160
64162,Newton Rumford Landfill,p25017
64163,Hecate Energy Cider Solar LLC,p36037
64164,"Azure Sky Wind Project, LLC Hybrid",p48447
64165,Priddy Wind Project,p48333
64166,Hunters Cove Solar,p37161
64167,Hornet Solar,p37071
64168,Bear Branch Solar,p37169
64169,Albemarle Beach Solar,p37187
64170,"BWC Muddy Brook, LLC Hybrid",p25027
64171,Tygart Hydropower,p54091
64173,Lotus,p37081
64174,Big Boy,p37081
64175,Beth,p37081
64176,Charlie,p37081
64177,CED Manchester Wind,p19055
64178,CED Centerville Wind,p19007
64179,IA - City of Ames - Airport Road,p19169
64180,MD - CS - Potomac Edison Co - GA29 TPE,p24023
64181,IL - SMHEC - Moraine Valley,p17031
64182,"BWC Lake Lashaway, LLC Hybrid",p25027
64183,Independence Wind Farm,p19055
64184,ZPD-PT Solar Project 2017-044 LLC,p25027
64185,ZPD-PT Solar Project 2017-023 LLC Hybrid CSG,p25027
64186,Graphite Solar I,p49007
64187,ZPD-PT Solar Project 2017-021 LLC Hybrid CSG,p25013
64188,Shepherd's Run Solar,p36021
64189,Rattlesnake Solar,p30001
64191,SR Lumpkin,p13259
64192,Bo Biggs Solar,p37155
64193,Moore Solar,p37033
64194,510 Carnegie Center,p34021
64195,701 Carnegie Center,p34021
64196,Assembly Solar III,p26155
64197,"Fifth Standard Solar PV, LLC (Hybrid)",p06019
64198,"Horn Rapids Solar, Storage and Training",p53005
64199,Cabin Creek Solar,p30025
64200,Jack's Solar Garden,p08013
64201,"McDonough Solar 1, LLC CSG",p17109
64202,"Big Star Solar, LLC (Hybrid)",p48021
64203,Cabin Creek Solar II,p30025
64204,Elara Solar,p48163
64205,Fairview Solar,p45083
64206,Highway 9 Solar,p45083
64207,Crane Battery Energy Storage System,p18101
64208,Red Antelope Solar & Energy Storage Farm,p04005
64209,Bellefield 2 Solar & Energy Storage Farm,p06029
64210,Bellefield Solar and Energy Storage Farm,p06029
64211,Baxley,p13001
64212,Pike Solar Hybrid,p08041
64213,Auburn Solar Project,p25027
64215,Aratina Solar Center 2,p06029
64216,Rockmont Solar and Storage Project,p35045
64217,Blair Solar,p09110
64218,Madison Solar,p09110
64219,Few Solar,p09110
64220,Wonderful Orchards - Westside,p06029
64221,Wonderful Orchards - Belridge,p06029
64222,Burt County Solar Hybrid,p31021
64223,Dodge County Solar Hybrid,p31053
64224,"Dressor Plains Solar, LLC",p17051
64225,Prosperity Solar Farm CSG,p29097
64226,Curry Solar,p13267
64227,"Alexis Solar, LLC",p48047
64228,Blue Goose Solar CSG,p17195
64229,Iroquois Solar 1B LLC CSG,p17075
64230,Indiana Crossroads Wind Farm LLC,p18181
64231,Hadley 3 Solar (North),p25015
64232,Hadley 3 Solar (South),p25015
64233,Hecate Energy Frye Solar LLC,p48437
64234,Hecate Energy Harley Hand Solar LLC,p48353
64235,Swiftsure,p36085
64236,Clermont,p36103
64237,"Solar Lee, LLC",p37191
64238,"Acme Solar, LLC",p37047
64239,7V Solar Ranch,p48149
64240,Holley Road Solar,p36073
64241,Maryland Food Center Authority AD,p24027
64242,St. Cloud Hydro,p27145
64243,Sullivan B Community Solar LLC,p17109
64244,Anderson 3,p18095
64245,Anderson 5,p18095
64246,Peru 2,p18103
64247,Richmond 5,p18177
64248,Anderson 4,p18095
64249,Anderson 6,p18095
64250,Peru 3,p18103
64251,Pickford Solar,p26033
64252,Richmond 6,p18177
64253,Mohawk Solar,p36057
64254,Kent School Road Solar 1,p17177
64255,Vonore Battery Energy Storage System,p47123
64257,Schulte 2 Community Solar,p17123
64258,OCI SunRay,p48463
64259,Spanish Crown,p48145
64260,Golinda Solar,p48145
64261,Forrest City- Prison Site,p05123
64262,Forrest City- Eldridge Road,p05123
64263,Hot Springs 2020,p05051
64264,Las Virgenes,p06037
64265,Rock Creek 2 CSG,p08003
64266,Alamosa Solar South CSG,p08003
64267,Valencia 2,p06025
64268,Lawrence Brook,p50015
64269,Kankakee Solar 4 LLC,p17091
64270,"ESCA-LL-COLTON, LLC",p06071
64271,"1051 Lucky Solar, LLC",p37197
64273,"Sweet Tea Solar, LLC",p37049
64275,Bulloch Neville Farms,p13031
64276,Franklin Milliken,p13119
64277,Greene Durham,p13133
64278,Lowndes IDA,p13185
64279,Lowndes Tycor Farms,p13185
64280,Meriwether Jackson,p13199
64281,Murray Treadwell Farms,p13213
64282,Putnam Erickson,p13237
64283,Terrell Riles Stovall,p13273
64284,Troup RC50 II,p13285
64285,Ware Avra I,p13299
64286,Ware Avra II,p13299
64288,Renewable Energy Center at BJH,p29510
64290,"SE Athos II, LLC",p06065
64291,Lincoln Medical and Mental Health Center,p36005
64293,Alvin,p48039
64294,Odessa,p48135
64295,Angleton,p48039
64296,Brazoria,p48039
64297,Heights,p48167
64298,Magnolia TX,p48167
64299,Roger Williams - Melville at Portsmouth,p44005
64300,Fort Drum Energy Center,p12061
64301,Willow Solar Energy Center,p12081
64302,Lafayette 2 - McHenry Franks 1,p17111
64303,Lafayette 2 - McHenry Franks 2,p17111
64304,Lafayette 2 - Kankakee Yonke,p17091
64305,TCI France,p22071
64306,TCI Alvar,p22071
64307,New Orleans Solar Station,p22071
64308,"Dissigno Healdsburg FPV, LLC",p06097
64309,Soldier Creek Wind,p20131
64310,Corning Riverview (CSG),p36029
64311,"Sun Farm VIII, LLC",p37127
64312,Bat Cave,p48319
64314,Dickinson,p48167
64315,Loop 463,p48469
64316,Lopeno,p48505
64317,North Fork TX,p48491
64318,Pueblo BA,p48323
64319,Ranchtown,p48029
64320,Sierra,p06109
64321,Sweeny,p48039
64322,Zapata,p48505
64323,Coachella Hills Wind,p06065
64325,Prospero Solar II,p48003
64326,Summit Winds,p06001
64327,EDF Ph1 Toms River,p34029
64328,"AES Griggs Solar, LLC",p17091
64329,"IGS East Central, LLC",p17197
64330,SV CSG Lily Lake 2 LLC,p17089
64331,Cedarville Road,p17177
64332,Two Dot Wind Broadview East LLC,p30111
64333,"WED Coventry Seven, LLC",p44003
64334,"GD Glocester White Oak I, LLC",p44007
64335,Quitman II Solar,p13027
64336,"Little Blue Wind Project, LLC",p31181
64337,Farmington Solar,p23007
64339,Horizon Hill Wind Project,p40083
64340,White Rock West Wind Project,p40015
64341,White Rock East Wind Project,p40015
64342,"Badger Wind, LLC",p38051
64343,6685 Santa Barbara Ct,p24027
64344,Emerick Wind,p31119
64345,Highland Solar North,p12055
64346,Highland Solar South,p12055
64347,Mockingbird Solar Center,p48119
64348,Happy Hollow Solar Center,p13317
64349,Armadillo Solar Center,p48349
64350,Orbit Bloom Fuel Cell,p36103
64351,Amazon JFK8 Solar Project,p36085
64352,Mtn Solar 6 LLC,p08075
64353,NSE Camber Solar PS11 LLC,p08075
64355,"NSE Camber BH CSG 2, LLC",p08025
64356,NSE Camber Solar PS13 LLC,p08075
64357,NSE Camber Solar PS6 LLC,p08123
64358,NSE Camber Solar PS5 LLC,p08123
64359,Pivot Solar 12 LLC,p08075
64360,"American Goldfinch SCS ACY2 NJ, LLC",p34005
64362,"SCS American Bottoms 009885 Sauget, LLC",p17163
64363,"ESA Boston Solar, LLC",p37145
64364,"SCS Beltway 011754 Rock Falls, LLC",p17195
64365,"Western Meadowlark Solar SCS NE 1, LLC",p31157
64366,"Trojan Solar, LLC",p37047
64367,"Zuma Solar, LLC",p37033
64368,Mooseheart School - (IL),p17089
64369,E Nash PV3,p37127
64370,Plainfield Solar 1,p09150
64371,Cortlandville Solar CSG,p36023
64372,Sangerfield Solar CSG,p36065
64373,Clay Solar CSG,p36067
64374,Norwich Solar and Energy Storage CSG,p36017
64375,Decorah Battery,p19191
64376,Tranquillity ID,p06019
64377,Milligan 1 Wind Farm,p31151
64378,Signature Breads Chelsea,p25025
64379,Ridgecrest,p11001
64380,Cascades,p34023
64381,"Glacier Sands Wind Power, LLC",p17125
64382,IXYS - Beverly,p25009
64383,Braes Bayou Plant,p48157
64384,Amazon TUS2,p04019
64385,Gliden (Op Zone),p37041
64386,Gilcrest V CSG,p08123
64387,Quinebaug Solar,p09150
64388,TruStile Doors - Denver,p08001
64389,Niagara Bottling - Seguin,p48187
64391,Firestone Walker Brewery - Phase 1,p06079
64392,Branch Solar Farm,p05047
64393,Badger Hollow II,p55049
64394,Flodquist Community Solar DE LLC,p27025
64395,ZPD-PT Solar Project 2017-006 LLC Hybrid,p25027
64396,EMWD - Perris Valley RWRF,p06065
64397,EMWD - San Jacinto RWRF NEM,p06065
64398,EMWD - Sun City RWRF,p06065
64399,EMWD - San Jacinto RES BCT,p06065
64401,CSU San Jose State University,p06085
64402,El Dorado County,p06017
64403,California State Univ at Channel Islands,p06111
64404,Mesa Carport PV,p04013
64406,EMWD - Moreno Valley RWRF,p06065
64407,Flat Ridge 3,p20095
64408,Georges River Energy,p23027
64409,Anderson (SC),p45007
64410,Briarwood,p45047
64411,Delanco,p34005
64412,Gold Mine,p45047
64413,Schull CSG,p27013
64414,Pontiac,p17105
64415,Rockford CSG,p17201
64416,Sandoval,p17027
64417,Wilbraham,p25013
64418,Big Bear,p06037
64419,Elm Street,p25005
64420,Scribner Diesel Generation Facility,p31053
64421,Sunvestment Energy Group NY 63 LLC,p36067
64422,GSPP Onyx New Brunswick LLC,p34023
64423,TX7 Flat Top,p48389
64424,TX8 Worsham,p48389
64425,TX2 Port Lavaca,p48057
64426,Wilmot Energy Center LLC,p04019
64427,Copperton Solar Plant No. 1,p49035
64429,Amazon - Stockton - Roof (SCK1) - (CA),p06077
64430,American Beech Solar LLC,p37083
64431,Point Beach Solar,p55071
64432,Breckenridge Solar,p25013
64433,Black Rock Wind,p54057
64434,Rounseville Solar,p25023
64435,Town of Ware - Canadian Tree,p25015
64436,Wilmarth Solar,p25021
64437,Dresser Hill CSG,p25027
64438,Vallecitos Water District,p06073
64439,"Pine Road Solar, LLC CSG",p17037
64440,White Plains Hospital Medical Center,p36119
64441,Valencia 3,p06025
64442,Mt Pleasant Community Center,p36119
64443,Golden Solar,p50005
64444,City of Paris Solar,p05083
64445,"County of Dutchess, NY (Airport)",p36027
64446,Arlington Microgrid,p53061
64447,Brazoria West,p48039
64448,Wythe County Solar,p51197
64450,"Grissom Solar, LLC",p37083
64451,Rosemond Solar Community Solar,p36105
64452,Calhoun County Solar Project,p26025
64453,Volney II,p36075
64454,"Merrimack Solar Farm, LLC",p33011
64456,"13 Mile Solar, LLC",p26025
64457,"Captain Solar, LLC",p26049
64458,"Coldwater Solar, LLC",p26049
64459,"Geddes 1 Solar, LLC",p26145
64460,"Jack Francis Solar, LLC",p26049
64461,"May Shannon Solar, LLC",p26049
64462,"Stoneheart Solar, LLC",p26145
64463,"Workman Road Solar Farm, LLC",p26113
64464,"Clendenin A Community Solar, LLC CSG",p17199
64465,"Kern A Community Solar, LLC CSG",p17055
64466,Lukuc B Community Solar LLC CSG,p17199
64467,"CSG Mt. Morris 2, LLC",p17141
64468,"Tower Road Solar, LLC CSG",p17037
64469,OE_ALD,p01039
64470,"Interchange Solar, LLC",p26049
64471,Byron Highway Solar,p06013
64472,Berry Road Solar,p45045
64473,Norman Solar,p40027
64474,Claremont Solar,p33019
64476,"Swansboro Solar, LLC",p37133
64477,"Suncaster, LLC",p37191
